I - 2023-03-21 17:25:55,963 - [      main] -   MemoryReportStream - 70523cfcbe25 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld2 - Run: 5 - Query Evaluation Time: 112 - Results: 185
I - 2023-03-21 17:25:57,924 - [      main] -   MemoryReportStream - d2ce657ba778 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld3 - Run: 5 - Query Evaluation Time: 960 - Results: 162
I - 2023-03-21 17:25:59,299 - [      main] -   MemoryReportStream - e125360776e6 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld4 - Run: 5 - Query Evaluation Time: 375 - Results: 50
I - 2023-03-21 17:26:00,387 - [      main] -   MemoryReportStream - b28a30eee26d - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld5 - Run: 5 - Query Evaluation Time: 87 - Results: 28
I - 2023-03-21 17:26:01,484 - [      main] -   MemoryReportStream - a2ab029a59f5 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld6 - Run: 5 - Query Evaluation Time: 96 - Results: 39
I - 2023-03-21 17:26:02,807 - [      main] -   MemoryReportStream - 98bf1c5638f6 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld7 - Run: 5 - Query Evaluation Time: 322 - Results: 1216
I - 2023-03-21 17:26:04,055 - [      main] -   MemoryReportStream - c6a55816617a - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld8 - Run: 5 - Query Evaluation Time: 248 - Results: 22
I - 2023-03-21 17:26:05,219 - [      main] -   MemoryReportStream - c33acde1f112 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls1 - Run: 5 - Query Evaluation Time: 164 - Results: 1159
I - 2023-03-21 17:26:06,316 - [      main] -   MemoryReportStream - b79cfff6f23c - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls2 - Run: 5 - Query Evaluation Time: 96 - Results: 333
I - 2023-03-21 17:26:10,443 - [      main] -   MemoryReportStream - 52e0cd0125cb - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls3 - Run: 5 - Query Evaluation Time: 3126 - Results: 9054
I - 2023-03-21 17:26:11,525 - [      main] -   MemoryReportStream - 83207cefb6ee - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls4 - Run: 5 - Query Evaluation Time: 82 - Results: 3
I - 2023-03-21 17:26:14,353 - [      main] -   MemoryReportStream - 16885679448b - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls5 - Run: 5 - Query Evaluation Time: 1828 - Results: 393
I - 2023-03-21 17:26:15,455 - [      main] -   MemoryReportStream - 0e36440d4a30 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls6 - Run: 5 - Query Evaluation Time: 101 - Results: 28
I - 2023-03-21 17:26:17,139 - [      main] -   MemoryReportStream - 7230178f92fe - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls7 - Run: 5 - Query Evaluation Time: 683 - Results: 1620
I - 2023-03-21 17:26:18,310 - [      main] -   MemoryReportStream - dba76572b223 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: cd1 - Run: 6 - Query Evaluation Time: 170 - Results: 90
I - 2023-03-21 17:26:19,366 - [      main] -   MemoryReportStream - b99fc0797fa8 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: cd2 - Run: 6 - Query Evaluation Time: 56 - Results: 1
I - 2023-03-21 17:26:20,438 - [      main] -   MemoryReportStream - b356e221c585 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: cd3 - Run: 6 - Query Evaluation Time: 71 - Results: 2
I - 2023-03-21 17:26:21,535 - [      main] -   MemoryReportStream - 9d53815a313a - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: cd4 - Run: 6 - Query Evaluation Time: 96 - Results: 1
I - 2023-03-21 17:26:22,598 - [      main] -   MemoryReportStream - 11287e8b5125 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: cd5 - Run: 6 - Query Evaluation Time: 62 - Results: 2
I - 2023-03-21 17:26:24,810 - [      main] -   MemoryReportStream - 400eee6d7ef1 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: cd6 - Run: 6 - Query Evaluation Time: 1212 - Results: 11
I - 2023-03-21 17:26:26,391 - [      main] -   MemoryReportStream - 8425b0b67ff5 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: cd7 - Run: 6 - Query Evaluation Time: 581 - Results: 2
I - 2023-03-21 17:26:28,004 - [      main] -   MemoryReportStream - f4564a527f9a - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld1 - Run: 6 - Query Evaluation Time: 613 - Results: 309
I - 2023-03-21 17:26:29,120 - [      main] -   MemoryReportStream - 15df2c7dde64 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld10 - Run: 6 - Query Evaluation Time: 115 - Results: 3
I - 2023-03-21 17:26:31,299 - [      main] -   MemoryReportStream - 2c28f47c44c3 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld11 - Run: 6 - Query Evaluation Time: 1179 - Results: 376
I - 2023-03-21 17:26:32,381 - [      main] -   MemoryReportStream - 80d900635849 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld2 - Run: 6 - Query Evaluation Time: 82 - Results: 185
I - 2023-03-21 17:26:34,368 - [      main] -   MemoryReportStream - 287931f986fe - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld3 - Run: 6 - Query Evaluation Time: 987 - Results: 162
I - 2023-03-21 17:26:35,690 - [      main] -   MemoryReportStream - 9b81489fc869 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld4 - Run: 6 - Query Evaluation Time: 321 - Results: 50
I - 2023-03-21 17:26:36,765 - [      main] -   MemoryReportStream - 29f483485e02 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld5 - Run: 6 - Query Evaluation Time: 75 - Results: 28
I - 2023-03-21 17:26:37,839 - [      main] -   MemoryReportStream - 970ef0d29a6b - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld6 - Run: 6 - Query Evaluation Time: 73 - Results: 39
I - 2023-03-21 17:26:39,204 - [      main] -   MemoryReportStream - ed007533f50b - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld7 - Run: 6 - Query Evaluation Time: 364 - Results: 1216
I - 2023-03-21 17:26:40,525 - [      main] -   MemoryReportStream - 5762290d015d - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ld8 - Run: 6 - Query Evaluation Time: 321 - Results: 22
I - 2023-03-21 17:26:41,646 - [      main] -   MemoryReportStream - e772b51ff156 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls1 - Run: 6 - Query Evaluation Time: 120 - Results: 1159
I - 2023-03-21 17:26:42,761 - [      main] -   MemoryReportStream - 06766332ee1e - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls2 - Run: 6 - Query Evaluation Time: 115 - Results: 333
I - 2023-03-21 17:26:47,021 - [      main] -   MemoryReportStream - 8b6447d6ab30 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls3 - Run: 6 - Query Evaluation Time: 3259 - Results: 9054
I - 2023-03-21 17:26:48,111 - [      main] -   MemoryReportStream - 17eb31a255ce - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls4 - Run: 6 - Query Evaluation Time: 89 - Results: 3
I - 2023-03-21 17:26:50,967 - [      main] -   MemoryReportStream - f8c470f9c53e - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls5 - Run: 6 - Query Evaluation Time: 1855 - Results: 393
I - 2023-03-21 17:26:52,089 - [      main] -   MemoryReportStream - ef9dcf46ca91 - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls6 - Run: 6 - Query Evaluation Time: 121 - Results: 28
I - 2023-03-21 17:26:53,810 - [      main] -   MemoryReportStream - b35911f10afb - Experiment: het3nodelay-mincostgreedy-exp - Date: 2023-03-21 17:23:13 - Query: ls7 - Run: 6 - Query Evaluation Time: 720 - Results: 1620
I - 2023-03-21 17:26:54,813 - [      main] -           Evaluation - b35911f10afb - Evaluation of queries done.
I - 2023-03-21 17:26:54,813 - [      main] -           Evaluation - b35911f10afb - Peform any cleanup operation.
I - 2023-03-21 17:26:54,816 - [  Thread-0] -     SesameEvaluation - b35911f10afb - Connection successfully closed.
Query;run1;run2;run3;run4;run5;run6;avg;numResults;minRes;maxRes;
cd1;1578;165;166;156;158;170;399;90;90;90;
cd2;92;59;58;57;57;56;64;1;1;1;
cd3;143;79;82;80;63;71;87;2;2;2;
cd4;158;109;102;107;115;96;115;1;1;1;
cd5;95;67;73;72;67;62;73;2;2;2;
cd6;1489;1167;1351;1195;1230;1212;1275;11;11;11;
cd7;632;568;607;564;595;581;592;2;2;2;
ld1;614;563;544;522;505;613;561;309;309;309;
ld10;137;108;106;177;107;115;126;3;3;3;
ld11;1360;1162;1196;1141;1125;1179;1194;376;376;376;
ld2;100;88;83;82;112;82;92;185;185;185;
ld3;1031;948;988;953;960;987;978;162;162;162;
ld4;336;326;308;277;375;321;324;50;50;50;
ld5;102;87;90;74;87;75;86;28;28;28;
ld6;107;87;83;73;96;73;87;39;39;39;
ld7;413;311;344;375;322;364;355;1216;1216;1216;
ld8;290;285;256;277;248;321;280;22;22;22;
ls1;196;152;167;200;164;120;167;1159;1159;1159;
ls2;145;121;113;123;96;115;119;333;333;333;
ls3;3107;3099;3047;3272;3126;3259;3152;9054;9054;9054;
ls4;101;77;88;86;82;89;88;3;3;3;
ls5;1781;1796;1765;1775;1828;1855;1801;393;393;393;
ls6;126;101;105;151;101;121;118;28;28;28;
ls7;611;657;553;633;683;720;643;1620;1620;1620;
